Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
NaN,104.771811694239,104.66703995538,104.77181190102,104.66703995538,104.771811767128,104.667039955379,104.771811767133
120.039953844575,120.614952921274,120.039953292409,120.614811342268,120.039964927745,120.614952589884,120.471936041967,120.614953163513
81.4266535414347,82.1584704951781,81.426653266867,NaN,81.4266667227328,82.1584714486868,81.4266586789845,82.1584728591563
-124.984522806382,-124.859523004853,-124.98452225537,-124.859523477651,-124.984522380061,-124.85954247469,-124.984507320854,-124.859523169838
100.298214391816,101.606435869147,100.298214104782,101.606436213575,100.298214119265,101.606434452712,NaN,101.606436035482
0,0.0684522722652579,-3.73426392672654e-12,0.0684523733915699,0,0.0684501764609418,3.33483065947344e-06,0.068452233509622
-0.0684522722511228,-0,-0.0684522136476676,3.77935286851024e-12,-0.0684453991107292,-0,7.25655356084441e-09,7.25655356084998e-09
0,0.068452272249164,-3.73426292960727e-12,0.0684515016266846,-1.26390834090263e-11,0.0684509503085188,-7.46153566549257e-09,-7.46153566549257e-09
-0.0684522722489804,1.61558713389263e-27,-0.0684524142417437,1.27910674535039e-11,-0.0684502660238431,-0,7.25709418833474e-09,7.25709418833474e-09
-1.17019367722814e-13,0.0684522722654524,-3.73426455711148e-12,0.0684518351447648,0,0.0684451039578169,3.19572054704827e-06,0.068452358574701
0.0103181290788848,NaN,0.0103211609236636,0.078770703674224,0.0103212052227494,0.0787634000197302,0.0103284502793826,0.0103284502793826
0.0103181290788884,NaN,0.0103216346777136,0.0787705093500508,0.0103211656144995,0.0787656863872915,0.0103284502793826,0.0103284502793826
NaN,101.044322563399,100.19038961983,101.044313416258,100.190389618896,101.044320514275,100.871820760817,101.044320983529
3.37662625342537,NaN,3.3766262534245,3.83091507181283,3.37662585720379,3.83091475247698,3.37662624137965,3.44507859804682
999.000001587776,1000,998.999998968794,1000,999.000018796295,1000,998.999999449206,1000
-14.3304380162774,-13.5973373299241,-14.3304087410985,-13.5847773459134,-14.3304388879038,-13.5847682054183,-14.3304389004224,NaN
-8.20920212409194e-26,NaN,-1.27306186912643e-11,0.0684528994380647,0,0.0684456700706696,0,0.0684522566050494
21.4972132296171,24.3722086647631,21.4972485996773,24.3720855012181,21.4972114127291,24.3722114255482,21.4972096304061,24.372127634325
0.0143483641498786,3.42073694945805,0.0143483702061592,2.73852171419263,0.014348370206168,NaN,0.0143483702061677,3.420688152758
-5.46610104006461e-15,3.40638858542264,-8.53113418009619e-15,2.7069789953152,2.99002630380768e-19,3.40639311901063,0.0522258089074642,3.40632609852392
-5.64102350806734e-15,3.40638858530625,-8.60830904598637e-15,2.72417687467874,NaN,3.40639311901531,0.065438045327795,3.40635132504693
0,NaN,-2.16746603604203e-12,0.0342261542828596,0,0.0342249130398051,-3.62827677966299e-09,-3.62827677966299e-09
NaN,NaN,-1.88967705286572e-12,0.0342281914411705,0,0.0342250618306758,-3.60597647572308e-09,0.0342254395133166
1.68831312671257,NaN,1.68831312671269,1.91542072316944,1.68831312671261,1.91545747556732,1.68831311916402,1.72253818903569
1.68831312671269,NaN,1.68831301546015,1.91545753591939,1.68831292757893,1.915457349242,1.68831313251322,1.7225393132302
1.68831312671269,NaN,1.68831305883341,1.91545753591945,1.68831309799561,1.91545746304081,1.68831312671269,1.72253930306686
NaN,NaN,1.68831304641222,1.91545753591952,1.68831312671261,1.91545747150502,1.68831312671269,1.69000312621411
